index,time,scenario,value
1052,2:45,66,7725.917
1053,3:00,66,7530.939
1054,3:15,66,7405.1167
1055,3:30,66,7524.967
1056,3:45,66,7730.4727
1057,0:00,67,9680.561
1058,0:15,67,9387.373
1059,0:30,67,9565.681
1060,0:45,67,9506.258
1061,1:00,67,9274.568
1062,1:15,67,9215.103
1063,1:30,67,9141.728
1064,1:45,67,9118.586
1065,2:00,67,8465.344
1066,2:15,67,8024.211
1067,2:30,67,7829.4116
1068,2:45,67,7797.0054
1069,3:00,67,7465.026
1070,3:15,67,7089.656
1071,3:30,67,7329.0244
1072,3:45,67,7487.5244
1073,0:00,68,9704.724
1074,0:15,68,9470.174
1075,0:30,68,9627.09
1076,0:45,68,9486.642
1077,1:00,68,8972.457
1078,1:15,68,8788.551
1079,1:30,68,8668.693
1080,1:45,68,8601.05
1081,2:00,68,8232.099
1082,2:15,68,7957.8223
1083,2:30,68,7968.241
1084,2:45,68,7782.1846
1085,3:00,68,7538.848
1086,3:15,68,7481.9497
1087,3:30,68,7557.052
1088,3:45,68,7760.341
1089,0:00,69,9709.364
1090,0:15,69,9457.17
1091,0:30,69,9574.836
1092,0:45,69,9525.211
1093,1:00,69,9346.807
1094,1:15,69,9320.801
1095,1:30,69,9287.949
1096,1:45,69,9024.197
1097,2:00,69,8170.3237
1098,2:15,69,7638.248
1099,2:30,69,7399.5454
1100,2:45,69,7417.597
1101,3:00,69,7180.1133
1102,3:15,69,7076.791
1103,3:30,69,7344.8267
1104,3:45,69,7590.05
1105,0:00,70,9675.83
1106,0:15,70,9387.786
1107,0:30,70,9500.527
1108,0:45,70,9470.504
1109,1:00,70,9084.993
1110,1:15,70,8847.587
1111,1:30,70,8851.1875
1112,1:45,70,8771.392
1113,2:00,70,8102.4287
1114,2:15,70,7615.5386
1115,2:30,70,7447.965
1116,2:45,70,7384.7007
1117,3:00,70,7230.17
1118,3:15,70,7090.2446
1119,3:30,70,7267.8926
1120,3:45,70,7565.7666
1121,0:00,71,9745.4
1122,0:15,71,9235.319
1123,0:30,71,9256.234
1124,0:45,71,9379.77
1125,1:00,71,9079.197
1126,1:15,71,9083.966
1127,1:30,71,8899.824
1128,1:45,71,8648.878
1129,2:00,71,7890.133
1130,2:15,71,7467.37
1131,2:30,71,7378.9146
1132,2:45,71,7401.877
1133,3:00,71,7151.0723
1134,3:15,71,7253.59
1135,3:30,71,7307.156
1136,3:45,71,7627.7026
1137,0:00,72,9497.6455
1138,0:15,72,8616.34
1139,0:30,72,8552.105
1140,0:45,72,8507.174
1141,1:00,72,8313.4375
1142,1:15,72,8651.703
1143,1:30,72,8969.733
1144,1:45,72,8751.844
1145,2:00,72,8439.868
1146,2:15,72,8138.326
1147,2:30,72,7956.7095
1148,2:45,72,7570.1694
1149,3:00,72,6776.273
1150,3:15,72,6427.5967
1151,3:30,72,6655.6357
1152,3:45,72,7221.3716
1153,0:00,73,9807.377
1154,0:15,73,9353.512
1155,0:30,73,9378.762
1156,0:45,73,9305.828
1157,1:00,73,8763.012
1158,1:15,73,8516.228
1159,1:30,73,8600.273
1160,1:45,73,8629.906
1161,2:00,73,8205.298
1162,2:15,73,8136.791
1163,2:30,73,7625.0396
1164,2:45,73,7252.509
1165,3:00,73,6757.366
1166,3:15,73,6778.997
1167,3:30,73,7125.7017
1168,3:45,73,7632.6924
1169,0:00,74,9725.701
1170,0:15,74,9342.725
1171,0:30,74,9509.7705
1172,0:45,74,9516.835
1173,1:00,74,9144.532
1174,1:15,74,9203.301
1175,1:30,74,9278.21
1176,1:45,74,9193.784
1177,2:00,74,8575.404
1178,2:15,74,8237.1455
1179,2:30,74,7927.246
1180,2:45,74,7624.5093
1181,3:00,74,7399.2524
1182,3:15,74,7259.192
1183,3:30,74,7458.783
1184,3:45,74,7609.711
1185,0:00,75,9761.182
1186,0:15,75,9467.535
1187,0:30,75,9549.955
1188,0:45,75,9511.668
1189,1:00,75,9336.704
1190,1:15,75,9260.556
1191,1:30,75,9200.891
1192,1:45,75,9187.57
1193,2:00,75,8639.0
1194,2:15,75,8352.819
1195,2:30,75,8183.3237
1196,2:45,75,7938.9966
1197,3:00,75,7737.2603
1198,3:15,75,7653.3228
1199,3:30,75,7609.2705
1200,3:45,75,7721.5547
1201,0:00,76,9758.407
1202,0:15,76,9311.917
1203,0:30,76,9222.073
1204,0:45,76,9217.693
1205,1:00,76,8848.074
1206,1:15,76,8705.37
1207,1:30,76,9057.001
1208,1:45,76,8900.156
1209,2:00,76,8466.945
1210,2:15,76,8251.456
1211,2:30,76,7945.931
1212,2:45,76,7473.7485
1213,3:00,76,7183.1284
1214,3:15,76,7292.976
1215,3:30,76,7512.7036
1216,3:45,76,7708.1055
1217,0:00,77,9749.7705
1218,0:15,77,9420.849
1219,0:30,77,9428.118
1220,0:45,77,9399.91
1221,1:00,77,9240.36
1222,1:15,77,9091.064
1223,1:30,77,9073.995
1224,1:45,77,8996.198
1225,2:00,77,8595.439
1226,2:15,77,8180.6416
1227,2:30,77,7893.0337
1228,2:45,77,7680.2153
1229,3:00,77,7349.9653
1230,3:15,77,7091.1143
1231,3:30,77,7256.4883
1232,3:45,77,7510.3535
1233,0:00,78,9760.232
1234,0:15,78,9366.289
1235,0:30,78,9515.816
1236,0:45,78,9476.34
1237,1:00,78,9035.474
1238,1:15,78,9031.229
1239,1:30,78,9159.132
1240,1:45,78,9073.9795
1241,2:00,78,8482.77
1242,2:15,78,8148.1406
1243,2:30,78,7777.4233
1244,2:45,78,7556.901
1245,3:00,78,7352.5176
1246,3:15,78,7362.5864
1247,3:30,78,7464.5864
1248,3:45,78,7476.9434
1249,0:00,79,9747.883
1250,0:15,79,9258.791
1251,0:30,79,9219.076
1252,0:45,79,9329.189
1253,1:00,79,9141.881
1254,1:15,79,9013.8955
1255,1:30,79,9166.018
1256,1:45,79,9183.935
1257,2:00,79,8535.063
1258,2:15,79,8146.3
1259,2:30,79,7781.324
1260,2:45,79,7598.6875
1261,3:00,79,7546.498
1262,3:15,79,7528.8926
1263,3:30,79,7481.7344
1264,3:45,79,7636.863
1265,0:00,80,9693.533
1266,0:15,80,9386.301
1267,0:30,80,9324.819
1268,0:45,80,9284.218
1269,1:00,80,8992.692
1270,1:15,80,8950.732
1271,1:30,80,9098.166
1272,1:45,80,9137.201
1273,2:00,80,8353.861
1274,2:15,80,7917.5205
1275,2:30,80,7679.84
1276,2:45,80,7504.5107
1277,3:00,80,7269.3516
1278,3:15,80,7194.7544
1279,3:30,80,7334.365
1280,3:45,80,7570.6626
1281,0:00,81,9770.982
1282,0:15,81,9399.738
1283,0:30,81,9495.371
1284,0:45,81,9527.223
1285,1:00,81,9152.511
1286,1:15,81,9190.16
1287,1:30,81,9279.296
1288,1:45,81,8917.406
1289,2:00,81,8598.877
1290,2:15,81,8227.686
1291,2:30,81,7636.7524
1292,2:45,81,7298.353
1293,3:00,81,6926.439
1294,3:15,81,7025.6865
1295,3:30,81,7375.916
1296,3:45,81,7694.5645
1297,0:00,82,9739.189
1298,0:15,82,9370.158
1299,0:30,82,9323.74
1300,0:45,82,9329.884
1301,1:00,82,9275.421
1302,1:15,82,9196.917
1303,1:30,82,9092.549
1304,1:45,82,9104.994
1305,2:00,82,8503.771
1306,2:15,82,8169.7373
1307,2:30,82,7885.6543
1308,2:45,82,7775.407
1309,3:00,82,7597.4746
1310,3:15,82,7345.3486
1311,3:30,82,7478.9575
1312,3:45,82,7637.208
1313,0:00,83,9752.558
1314,0:15,83,9486.009
1315,0:30,83,9529.878
1316,0:45,83,9425.026
1317,1:00,83,9273.391
1318,1:15,83,9309.569
1319,1:30,83,9244.162
1320,1:45,83,9205.158
1321,2:00,83,8757.244
1322,2:15,83,8358.478
1323,2:30,83,8150.6616
1324,2:45,83,7931.9893
1325,3:00,83,7707.5347
1326,3:15,83,7586.0933
1327,3:30,83,7539.0605
1328,3:45,83,7561.3696
1329,0:00,84,9495.431
1330,0:15,84,8643.864
1331,0:30,84,8671.414
1332,0:45,84,8755.02
1333,1:00,84,8894.36
1334,1:15,84,9095.876
1335,1:30,84,9029.597
1336,1:45,84,8935.742
1337,2:00,84,8299.377
1338,2:15,84,8065.717
1339,2:30,84,7843.2188
1340,2:45,84,7518.237
1341,3:00,84,7456.783
1342,3:15,84,7303.841
1343,3:30,84,7402.256
1344,3:45,84,7563.511
1345,0:00,85,9757.718
1346,0:15,85,9376.844
1347,0:30,85,9404.387
1348,0:45,85,9354.3
1349,1:00,85,9034.062
1350,1:15,85,8983.168
1351,1:30,85,9093.976
1352,1:45,85,9019.321
1353,2:00,85,8573.049
1354,2:15,85,8292.886
1355,2:30,85,7805.503
1356,2:45,85,7381.6904
1357,3:00,85,6935.033
1358,3:15,85,7027.6885
1359,3:30,85,7355.4297
1360,3:45,85,7621.431
1361,0:00,86,9858.211
1362,0:15,86,9395.012
1363,0:30,86,9454.236
1364,0:45,86,9397.704
1365,1:00,86,8912.996
1366,1:15,86,8948.19
1367,1:30,86,9162.129
1368,1:45,86,9155.9375
1369,2:00,86,8407.688
1370,2:15,86,8247.469
1371,2:30,86,7982.054
1372,2:45,86,7482.8027
1373,3:00,86,7250.657
1374,3:15,86,7242.222
1375,3:30,86,7410.7817
1376,3:45,86,7532.5596
1377,0:00,87,9693.892
1378,0:15,87,9263.78
1379,0:30,87,9451.874
1380,0:45,87,9340.19
1381,1:00,87,8977.848
1382,1:15,87,9037.858
1383,1:30,87,9095.994
1384,1:45,87,8926.093
1385,2:00,87,8382.289
1386,2:15,87,7930.487
1387,2:30,87,7892.8506
1388,2:45,87,7776.1763
1389,3:00,87,7528.2695
1390,3:15,87,7572.9517
1391,3:30,87,7663.365
1392,3:45,87,7731.898
1393,0:00,88,9704.065
1394,0:15,88,9472.492
1395,0:30,88,9493.864
1396,0:45,88,9495.353
1397,1:00,88,9338.313
1398,1:15,88,9344.279
1399,1:30,88,9272.699
1400,1:45,88,9160.92
1401,2:00,88,8676.209
1402,2:15,88,8325.586
1403,2:30,88,8137.7036
1404,2:45,88,7866.104
1405,3:00,88,7562.973
1406,3:15,88,7558.3657
1407,3:30,88,7594.4917
1408,3:45,88,7742.62
1409,0:00,89,9653.426
1410,0:15,89,9422.43
1411,0:30,89,9397.9
1412,0:45,89,9309.265
1413,1:00,89,9004.409
1414,1:15,89,9054.516
1415,1:30,89,9018.613
1416,1:45,89,9087.531
1417,2:00,89,8701.682
1418,2:15,89,8143.977
1419,2:30,89,7914.6206
1420,2:45,89,7734.535
1421,3:00,89,7389.9873
1422,3:15,89,7030.6313
1423,3:30,89,7342.5103
1424,3:45,89,7616.4014
1425,0:00,90,9808.38
1426,0:15,90,9394.651
1427,0:30,90,9527.715
1428,0:45,90,9616.963
1429,1:00,90,9329.224
1430,1:15,90,9357.656
1431,1:30,90,9339.821
1432,1:45,90,9102.632
1433,2:00,90,8544.011
1434,2:15,90,7957.7007
1435,2:30,90,7295.9497
1436,2:45,90,6747.772
1437,3:00,90,6595.1562
1438,3:15,90,6915.662
1439,3:30,90,7282.359
1440,3:45,90,7509.1147
1441,0:00,91,9691.356
1442,0:15,91,9369.841
1443,0:30,91,9301.119
1444,0:45,91,9402.276
1445,1:00,91,9042.298
1446,1:15,91,8655.926
1447,1:30,91,8639.08
1448,1:45,91,8518.47
1449,2:00,91,7982.115
1450,2:15,91,7619.0444
1451,2:30,91,7492.252
1452,2:45,91,7590.3555
1453,3:00,91,7351.947
1454,3:15,91,7284.53
1455,3:30,91,7499.797
1456,3:45,91,7723.6836
1457,0:00,92,9708.415
1458,0:15,92,9217.401
1459,0:30,92,9378.58
1460,0:45,92,9257.707
1461,1:00,92,9070.414
1462,1:15,92,9188.005
1463,1:30,92,9109.164
1464,1:45,92,8910.533
1465,2:00,92,8325.506
1466,2:15,92,7862.772
1467,2:30,92,7538.5747
1468,2:45,92,7473.9824
1469,3:00,92,7437.591
1470,3:15,92,7274.6704
1471,3:30,92,7381.424
1472,3:45,92,7530.194
1473,0:00,93,9666.879
1474,0:15,93,9264.128
1475,0:30,93,9315.426
1476,0:45,93,8850.911
1477,1:00,93,8676.128
1478,1:15,93,8565.543
1479,1:30,93,8363.698
1480,1:45,93,8566.908
1481,2:00,93,8115.753
1482,2:15,93,7878.7915
1483,2:30,93,7751.787
1484,2:45,93,7354.203
1485,3:00,93,7110.828
1486,3:15,93,7234.8486
1487,3:30,93,7404.415
1488,3:45,93,7696.0
1489,0:00,94,9698.438
1490,0:15,94,9189.461
1491,0:30,94,9418.274
1492,0:45,94,9392.723
1493,1:00,94,8911.004
1494,1:15,94,9050.884
1495,1:30,94,9209.0205
1496,1:45,94,9062.8545
1497,2:00,94,8365.846
1498,2:15,94,8036.9966
1499,2:30,94,7773.621
1500,2:45,94,7659.1523
1501,3:00,94,7578.817
1502,3:15,94,7485.181
1503,3:30,94,7504.3306
1504,3:45,94,7655.494
1505,0:00,95,9746.469
1506,0:15,95,9399.844
1507,0:30,95,9552.367
1508,0:45,95,9602.95
1509,1:00,95,9353.695
1510,1:15,95,9281.505
1511,1:30,95,9253.494
1512,1:45,95,9148.406
1513,2:00,95,8447.99
1514,2:15,95,7864.0894
1515,2:30,95,7623.796
1516,2:45,95,7535.998
1517,3:00,95,7415.358
1518,3:15,95,7522.3823
1519,3:30,95,7497.123
1520,3:45,95,7587.7944
1521,0:00,96,9674.842
1522,0:15,96,9377.977
1523,0:30,96,9331.746
1524,0:45,96,9319.721
1525,1:00,96,9115.269
1526,1:15,96,9265.327
1527,1:30,96,9279.758
1528,1:45,96,9181.031
1529,2:00,96,8767.018
1530,2:15,96,8435.506
1531,2:30,96,8128.74
1532,2:45,96,7787.6797
1533,3:00,96,7346.84
1534,3:15,96,7153.211
1535,3:30,96,7338.7935
1536,3:45,96,7520.792
1537,0:00,97,9748.439
1538,0:15,97,9468.345
1539,0:30,97,9490.267
1540,0:45,97,9323.036
1541,1:00,97,9074.217
1542,1:15,97,9114.6
1543,1:30,97,9075.872
1544,1:45,97,8852.883
1545,2:00,97,8255.741
1546,2:15,97,7896.025
1547,2:30,97,7749.5107
1548,2:45,97,7731.0254
1549,3:00,97,7551.7
1550,3:15,97,7225.5757
1551,3:30,97,7391.6636
1552,3:45,97,7558.299
1553,0:00,98,9771.896
1554,0:15,98,9435.086
1555,0:30,98,9558.582
1556,0:45,98,9594.953
1557,1:00,98,9314.098
1558,1:15,98,9086.053
1559,1:30,98,9064.822
1560,1:45,98,9073.062
1561,2:00,98,8430.52
1562,2:15,98,7905.6245
1563,2:30,98,7943.4688
1564,2:45,98,7806.077
1565,3:00,98,7605.754
1566,3:15,98,7563.5054
1567,3:30,98,7609.86
1568,3:45,98,7734.6265
1569,0:00,99,9732.802
1570,0:15,99,9240.785
1571,0:30,99,9441.619
1572,0:45,99,9552.166
1573,1:00,99,9272.6875
1574,1:15,99,9281.959
1575,1:30,99,9200.635
1576,1:45,99,9241.748
1577,2:00,99,8802.019
1578,2:15,99,8257.251
1579,2:30,99,7981.341
1580,2:45,99,7738.371
1581,3:00,99,7509.5537
1582,3:15,99,7411.6587
1583,3:30,99,7514.1313
1584,3:45,99,7622.0303
1585,0:00,100,9784.682
1586,0:15,100,9400.779
1587,0:30,100,9360.169
1588,0:45,100,9151.224
1589,1:00,100,8792.155
1590,1:15,100,8908.579
1591,1:30,100,9052.652
1592,1:45,100,9114.614
1593,2:00,100,8717.522
1594,2:15,100,8152.6304
1595,2:30,100,7877.5723
1596,2:45,100,7591.9966
1597,3:00,100,7089.3203
1598,3:15,100,7162.917
1599,3:30,100,7246.947
1600,3:45,100,7539.356
